url,title,associated-university-institution-company,type,image,category-subject-area,certificate-is-available,description,duration,language,level,prerequisites,price,rating,syllabus,timestamp
https://www.coursera.org/specializations/networking-google-cloud-platform,Networking in Google Cloud Specialization,Google Cloud,specializations,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~networking-google-cloud-platform/XDP~SPECIALIZATION!~networking-google-cloud-platform.jpeg,Networking,Shareable Certificate,"This specialization gives participants broad study of core infrastructure and networking options on Google Cloud Platform. Through recorded lectures, demonstrations, and hands-on labs, participants explore and deploy GCP networking technologies, such as Google Virtual Private Cloud (VPC) networks, subnets, firewalls; interconnection among networks; load balancing; Cloud DNS; Cloud CDN. The specialization will also cover common network design patterns and automated deployment using Deployment Manager.",Approximately 4 months to complete,English,Intermediate Level,-,free,4.8,-,2022-07-30T00:07:58Z
https://www.coursera.org/learn/aws-cloud-technical-essentials,AWS Cloud Technical Essentials,Amazon Web Services,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~aws-cloud-technical-essentials/XDP~COURSE!~aws-cloud-technical-essentials.jpeg,Cloud Computing,Shareable Certificate,"Are you in a technical role and want to learn the fundamentals of AWS? Do you aspire to have a job or career as a cloud developer, architect, or in an operations role? If so, AWS Cloud Technical Essentials is an ideal way to start. This course was designed for those at the beginning of their cloud-learning journey - no prior knowledge of cloud computing or AWS products and services required!",Approx. 14 hours to complete,English,Beginner Level,-,free,4.8,"Week 1 ~.~ Welcome to AWS Cloud Technical Essentials Week 1! In this week, you will learn the definition of cloud computing and how to describe the cloud value proposition. You will learn how to differentiate between workloads that run on-premises versus in the cloud, and how to create an AWS account. You will also get an overview of Amazon Web Services, including how to differentiate between AWS Regions and Availability Zones, and the different ways that you can interact with AWS. Finally, you will learn best practices for using AWS Identity and Access Management (IAM). ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Week 2 ~.~ Welcome to Week 2, where you will learn how AWS compute services differ from other AWS services. The content for this week covers the basic components of Amazon Elastic Compute Cloud (Amazon EC2) architecture, and how to differentiate between a container and a virtual machine. You will also learn about the features and advantages of using serverless technologies, basic networking concepts, and the features of Amazon Virtual Private Cloud (Amazon VPC). ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Week 3 ~.~ Welcome to Week 3! This week, you will learn important concepts for AWS storage services—such as buckets and objects for Amazon Simple Storage Service (Amazon S3), and how Amazon Elastic Block Store (Amazon EBS) is used on AWS. You will also explore databases on AWS, and the use cases for each AWS storage service. ~.~ Week 4 ~.~ Welcome to Week 4, where you will learn about the benefits of monitoring on AWS, and how to optimize solutions on AWS. You will also learn about the function of Elastic Load Balancing (ELB), and how to differentiate between vertical scaling and horizontal scaling.",2022-07-30T00:07:58Z
https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,Cloud Application Development Foundations Specialization,IBM Skills Network,specializations,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-cloud-application-development-foundations/XDP~SPECIALIZATION!~ibm-cloud-application-development-foundations.jpeg,Cloud Computing,Shareable Certificate,"This program will equip you with all the key 
skills and technical know-how to kickstart your career as a full-stack 
Cloud Native Developer. Guided by experts at IBM, you will learn to 
build your own cloud-based applications and practice
 working with the technologies behind them.   

The Cloud Application Development Foundations Specialization program 
will teach you the tools and technologies that successful software 
developers use to build, deploy, test, run, and manage Cloud Native 
applications – putting you in an advantageous position
 to begin a new career in a highly in-demand area.  You do not require 
any prior programming experience or Cloud background to start this 
program. 

The courses in this program will help you develop skillsets in a variety
 of technologies including, Cloud foundations, HTML, CSS, JavaScript, 
GitHub, Node.js, React, Cloud Native practices, DevOps, CI/CD, and 
more.  After completing all the courses in the program,
 you will have developed and deployed several applications on a cloud 
platform and delivered Software as a Service (SaaS) solutions using 
Cloud Native methodologies.",Approximately 6 months to complete,English,Beginner Level,-,free,4.6,-,2022-07-30T00:08:20Z
https://www.coursera.org/learn/computer-networking,The Bits and Bytes of Computer Networking,Google,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~computer-networking/XDP~COURSE!~computer-networking.jpeg,Networking,Shareable Certificate,This course is designed to provide a full overview of computer networking. We’ll cover everything from the fundamentals of modern networking technologies and protocols to an overview of the cloud to practical applications and network troubleshooting.,Approx. 25 hours to complete,English,Beginner Level,-,free,4.7,"Introduction to Networking ~.~ Welcome to the Networking course of the IT Support Professional Certificate! In the first week of this course, we will cover the basics of computer networking. We will learn about the TCP/IP and OSI networking models and how the network layers work together. We'll also cover the basics of networking devices such as cables, hubs and switches, routers, servers and clients. We'll also explore the physical layer and data link layer of our networking model in more detail. By the end of this module, you will know how all the different layers of the network model fit together to create a network. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ The Network Layer ~.~ In the second week of this course, we'll explore the network layer in more depth. We'll learn about the IP addressing scheme and how subnetting works. We'll explore how encapsulation works and how protocols such as ARP allow different layers of the network to communicate. We'll also cover the basics of routing, routing protocols, and how the Internet works. By the end of this module, you'll be able to describe the IP addressing scheme, understand how subnetting works, perform binary math to describe subnets, and understand how the Internet works. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ The Transport and Application Layers ~.~ In the third week of this course, we'll explore the transport and application layers. By the end of this module, you'll be able to describe TCP ports and sockets, identify the different components of a TCP header, show the difference between connection-oriented and connectionless protocols, and explain how TCP is used to ensure data integrity. ~.~ Networking Services ~.~ In the fourth week of this course, we'll explore networking services. We'll learn about why we need DNS and how it works. We'll also show you why DHCP makes network administration a simpler task. By the end of this module, you'll be able to do describe how DNS and DHCP work, how NAT technologies help keep networks secure, and how VPNs and proxies help users connect and stay secured. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Connecting to the Internet ~.~ In the fifth week of this course, we'll explore the history of the Internet, how it evolved, and how it works today. We'll understand the different ways to connect to the Internet through cables, wireless and cellar connections, and even fiber connections. By the end of this module, you'll be able to define the components of WANs and outline the basics of wireless and cellular networking. ~.~ Troubleshooting and the Future of Networking ~.~ Congratulations, you've made it to the final week in the course! In the last week of this course, we'll explore the future of computer networking. We'll also cover the practical aspects of troubleshooting a network using popular operating systems. By the end of this module, you'll be able to detect and fix a lot of common network connectivity problems using tools available in Microsoft Windows, MacOS, and Linux operating systems.",2022-07-30T00:08:59Z
https://www.coursera.org/learn/site-reliability-engineering-slos,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~site-reliability-engineering-slos/XDP~COURSE!~site-reliability-engineering-slos.jpeg,Cloud Computing,Shareable Certificate,"Service level indicators (SLIs) and service level objectives (SLOs) are fundamental tools for measuring and managing reliability. In this course, students learn approaches for devising appropriate SLIs and SLOs and managing reliability through the use of an error budget.",Approx. 14 hours to complete,English,Intermediate Level,-,free,4.5,"Operating for Reliability ~.~ In this module, we’ll start by introducing a mechanism for quantifying unreliability using something called an error budget. We'll show how error budgets help you decide when to focus on making a service more reliable. And then we'll learn about some of the engineering and operational improvements that can help you do that. ~.~ Choosing a Good SLI ~.~ In this module we will start off by taking a look at some characteristics of monitoring metrics that can make them useful as SLIs and contrast these against other metrics that are less useful. Because the choice of where to measure an SLI is a key variable, we'll cover the five main ways you can measure an SLI and compare their pros and cons. ~.~ Developing SLOs and SLIs ~.~ In this module, we'll start off with an overview of our four step process for developing SLOs and SLIs for a user journey. We'll introduce the fictional company that created our example mobile game, the infrastructure that we'll be working with, and the simple user journey we'll be applying the four step process to. ~.~ Consequences of SLO Misses ~.~ In this module, we'll cover best practices for documenting your SLOs, the rationale behind a formal error budget policy and how best to create one and finally, we'll look at an example error budget policy in order to understand the trade-offs and incentives that play out during negotiations when trying to write an error budget policy.",2022-07-30T00:08:59Z
https://www.coursera.org/learn/uva-darden-continous-delivery-devops,Continuous Delivery & DevOps,University of Virginia,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~uva-darden-continous-delivery-devops/XDP~COURSE!~uva-darden-continous-delivery-devops.jpeg,Software Development,Shareable Certificate,"Amazon famously delivers new code every 11.6 seconds. Just a few years ago, this was unthinkable: many ‘cutting edge’ firms would release software quarterly. When it comes to digital innovation, velocity is critical and many would say it’s the most reliable determinant of success.",Approx. 8 hours to complete,English,Beginner Level,-,free,4.6,"The Importance of Velocity & The Jobs of Delivery ~.~ If your job is to make software, you’re probably busy. Everyone needs new features yesterday. Stuff breaks. How do you make time to work smarter? How do you know where you should focus the time you do have for process improvement? In this week, we’ll cover the fundamentals of DevOps and continuous delivery with an emphasis on the relationship between required investment and benefits. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Your Testing Stack ~.~ Focusing and automating your software testing is one of the most critical foundation elements to a continuous delivery capability. Thinking like a developer and looking at how to automate repetitive tasks is a lot of what DevOps collaboration is about. In this week, we’ll explore the test stack with a focus on the when and how’s of automated testing. ~.~ Infrastructure and The Jobs of Ops ~.~ Something like 99% of the code that delivers your functionality to the user is code you don’t write- it’s an operating system and supporting packages from third parties. The quality and availability of standard components has driven down the cost of software development exponentially. It’s also increased the importance of managing this supporting code and the environments where it runs to support your application. In this week, we’ll look at the techniques and tools teams are using to manage their environments and operations for continuous delivery. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Delivering Continuously ~.~ You now have an understanding of the key components of a continuous delivery capability. The key to success is focusing on the right things at the right time and creating momentum with your initial investments on the capability. In this final week, we’ll look at how teams get their continuous capability online and keep their pipeline healthy.",2022-07-30T00:08:59Z
https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,Introduction to Hardware and Operating Systems,IBM Skills Network,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-hardware-and-operating-systems/XDP~COURSE!~introduction-to-hardware-and-operating-systems.jpeg,Support and Operations,Shareable Certificate,"If you're ready to enter the world of Information Technology (IT), you need job-ready skills. This course enables you to develop the skills to work with computer hardware and operating systems, and is your first step to prepare for all types of tech related careers that require IT Fundamental skills.",Approx. 11 hours to complete,English,Beginner Level,-,free,4.8,"Operating System Fundamentals ~.~ Did you know that computers have been around for centuries? Some of the earliest computers include a stone wheel calculator used in ancient Greece to track solar and lunar eclipses, Jacquard fabric looms  from 1803 that used punch card technology and even a 20-digit manual calculator that was invented in the early 1800s. But we’re going to fast forward to 20th and 21st century computing and provide you with an easy and informative introduction to the fundamentals of computing and operating systems operating systems. ~.~ When you complete this module, you'll be able to classify computing devices based on size and usage. You’ll become knowledgeable about operating system history, operating system installation, and operating system components. You’ll explore the notational (numeric) systems used for processing content, storing data, and the display of onscreen text, hardware addresses, website colors, web addresses, and more. You'll also discover two easy to remember notation conversion methods. You'll round out this module with practical knowledge that you'll use when it's time to evaluate computing performance and storage. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Computing Devices and Peripherals ~.~ Computer hardware is the set of physical parts that make up the interior of your computer. Peripherals are pieces of hardware that are added to the outside of a computer for it to work more efficiently. Both hardware and peripherals are used to take input, store data, display output, and execute commands. This week, you will learn about several types of hardware components and peripherals. You will learn about printers and scanners, input and output devices, external storage devices, and audio and video devices. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Interfaces and Connectors ~.~ A computer’s multiple components, both internal and external, are constantly interacting with each other to receive input, perform requested computing functions, and provide output. As technology has evolved and connection methods have standardized, a vast array of external devices can now easily and successfully connect with computers and reliably perform their tasks. ~.~ This week, you will learn how hardware and devices connect to form a functioning computer. You will learn about ports, interfaces, and connectors that are used by graphics, audio, networks, printers, and other peripheral devices. You will also learn about the types of installations these devices use to become operational. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Internal Computer Components ~.~ Computer Hardware is the physical part of a computer. The hardware of a computer is infrequently changed, while software and data are modified frequently.  When you think of the term computer hardware, you probably think of the insides of your personal computer at home or the one at work. However, computer hardware does not specifically refer to personal computers. Instead, it is all types of computer systems. Computer hardware is located in embedded systems in automobiles, microwave ovens, CD players, DVD players, and many more devices. ~.~ In this lesson, you’ll learn about some of the common internal components of a home and business computer system. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Workstation Evaluation, Setup, and Troubleshooting ~.~ Workstation setup, operating system configuration, and workstation troubleshooting are all in a day's work for IT support. Whether it's selecting a new computer for a colleague, reconfiguring an operating system for a coworker's accessibility needs, or troubleshooting a file or directory visibility issue, IT support personnel need to have practices and procedures that help them complete these tasks quickly, confidently, and correctly. ~.~ This week, you will gain in-depth knowledge about basic workstation procurement and basic operating system configuration. You’ll explore details about file and folder management that help you optimize your users’ file and folder organization and perhaps even help users to locate files they don't think they can see! You will learn how you can use keyboard commands to capture screens using Windows 10 workstations, macOS workstations, and Chromebooks. You will complete your learning with an overview of business continuity principles for fault tolerance and disaster recovery. ~.~ Final Quiz and Hands-on Exercise ~.~ In this module, you’ll assess your course knowledge through a final quiz based on the previous five modules.",2022-07-30T00:09:29Z
https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google,IT Support Google Professional Certificate,Google,professional certificates,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~sertifikat-it-support-profesional-google/XDP~SPECIALIZATION!~sertifikat-it-support-profesional-google.jpeg,Support and Operations,Shareable Certificate,"Bersiaplah untuk berkarier di bidang IT yang sedang tumbuh pesat, tidak diperlukan pengalaman atau gelar apa pun di sini. Dengan pelatihan profesional yang dirancang Google, bergeraklah di jalur cepat untuk mendapatkan pekerjaan dengan gaji yang kompetitif. Melalui 5 materi yang ada, Anda dapat memperoleh keterampilan yang banyak dibutuhkan dan siap bekerja di tingkat pemula. Hanya membutuhkan waktu kurang dari 10 jam per minggu, dan Anda dapat memperoleh sertifikat dalam waktu kurang dari 6 bulan. Setelah menyelesaikan program sertifikasi ini, Anda bisa mendapatkan kesempatan untuk bekerja dengan mitra konsorsium Google dari berbagai industri.",Approximately 6 months to complete,Indonesian,Beginner Level,-,free,4.9,-,2022-07-30T00:09:29Z
https://www.coursera.org/learn/sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya,Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya,Google,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya/XDP~COURSE!~sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya.jpeg,Support and Operations,Shareable Certificate,"Dalam materi ini — melalui kombinasi pembelajaran melalui video, demonstrasi, dan praktik langsung — Anda akan belajar tentang komponen utama sistem operasi dan cara melakukan sejumlah tugas penting seperti mengelola perangkat lunak dan pengguna, serta mengonfigurasi perangkat keras.",Approx. 35 hours to complete,Indonesian,Beginner Level,-,free,4.9,"Menavigasi Sistem ~.~ Selamat datang di materi sistem operasi untuk Sertifikasi IT Support Profesional . Pada minggu pertama materi ini, kita akan membahas dasar-dasar sistem operasi (OS) Windows dan Linux. Kita akan belajar pula tentang cara kerja direktori dan file pada OS Windows dan Linux . Anda juga akan mempelajari cara-cara praktis memanipulasi file dan direktori dengan graphical user interface (GUI) Windows, command line interface (CLI) Windows, dan shell Linux. Di akhir modul ini, Anda akan berinteraksi dengan file dan direktori serta melakukan manipulasi teks dasar pada OS Windows dan Linux . ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Pengguna dan Izin Akses ~.~ Di pelatihan minggu kedua ini, kita akan mempelajari konfigurasi pengguna dan izin akses di Windows dan Linux OS. Sebagai seorang IT Support Specialist, penting untuk mengetahui cara memberikan izin akses yang sesuai kepada pengguna dan grup untuk Windows dan Linux OS. Pada akhir modul ini, Anda akan mengetahui cara menambah, mengubah, dan menghapus pengguna komputer dan file dan folder tertentu dengan menggunakan Windows GUI, Windows CLI, dan Linux shell. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Manajemen Paket dan Perangkat Lunak ~.~ Pada materi di minggu ketiga ini, kita akan belajar tentang manajemen paket dan perangkat lunak di sistem operasi Windows dan Linux. Penting untuk mengetahui cara kerja penginstalan paket dan bagaimana perangkat dan driver dikelola dalam sistem operasi ini. Kita juga akan belajar tentang berbagai metode pengemasan dan kompresi file. Pada akhir modul ini, Anda akan mengetahui cara membuat, memperbarui, dan menghapus perangkat lunak dengan menggunakan Windows GUI, Windows CLI, dan Linux shell. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Sistem file ~.~ Di pelatihan minggu keempat ini, kita akan mempelajari cara kerja sistem file untuk Windows dan Linux OS. Kita akan mempelajari macam-macam sistem file dan perbedaannya untuk OS tertentu. Kita akan mempelajari partisi disk dan memori virtual dan mengapa ini penting untuk seorang IT Support Specialist. Kami juga akan membahas cara memasang dan melepas sistem file, membaca penggunaan disk, dan memperbaiki sistem file. Di akhir modul ini, Anda akan mempartisi dan memformat disk drive sendiri di Windows dan Linux. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Manajemen Proses ~.~ Pada materi di minggu kelima ini, kita akan mempelajari manajemen proses. Sebagai seorang Spesialis IT Support, penting menggunakan alat sistem untuk membaca dan memahami status proses komputer. Kita akan membahas cara memulai dan mengakhiri proses pada Windows dan Linux. Kita juga akan mengaplikasikan alat pemecahan masalah untuk mengatasi masalah proses dan sumber daya. Pada akhir modul ini, Anda akan menggunakan perintah Windows dan Linux untuk melakukan praktik pemeliharaan proses. ~.~ Sistem Operasi dalam Praktik ~.~ Selamat, Anda berhasil sampai pada minggu terakhir dari materi ini. Pada minggu terakhir materi ini, kami akan membahas beberapa aspek praktis dari sistem operasi yang akan Anda gunakan dalam Dukungan Teknis IT sepanjang waktu. Kami akan membahas akses jarak jauh dan cara memecahkan masalah komputer dari jauh. Kami akan mengeksplorasi alat virtualisasi untuk mengelola dan menghapus instance virtual, menggunakan log untuk pemantauan sistem, dan menunjukkan beberapa teknik yang berbeda untuk pemasangan OS. Pada akhir modul ini, Anda akan menerapkan semua keterampilan dari materi ini untuk melakukandebug pada beberapa masalah di dalam Windows dan Linux OS. Semoga berhasil.",2022-07-30T00:09:29Z
https://www.coursera.org/learn/dasar-dasar-dukungan-teknis,Dasar-Dasar Dukungan Teknis,Google,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~dasar-dasar-dukungan-teknis/XDP~COURSE!~dasar-dasar-dukungan-teknis.jpeg,Support and Operations,Shareable Certificate,"Materi ini adalah rangkaian pertama dari keseluruhan program pelatihan yang akan membantu Anda untuk berperan sebagai IT Support Specialist tingkat pemula. Dalam kursus ini, Anda akan diperkenalkan ke dunia Teknologi Informasi, atau IT. Anda akan mempelajari berbagai aspek Teknologi Informasi, seperti perangkat keras komputer, Internet, perangkat lunak komputer, pemecahan masalah, dan layanan pelanggan. Pelatihan ini mencakup berbagai topik dalam dunia IT yang dirancang untuk memberi Anda gambaran tentang pelajaran apa yang akan diperoleh melalui program sertifikasi ini.",Approx. 24 hours to complete,Indonesian,Beginner Level,-,free,4.9,"Pengantar IT ~.~ Selamat Datang di Dasar-Dasar Dukungan Teknis, materi pertama dalam program Sertifikasi Teknisi IT Profesional! Dengan mengikuti pelatihan ini, Anda telah mengambil langkah pertama untuk memulai karier di bidang teknologi. Pada minggu pertama pelatihan ini, kita akan belajar tentang bagaimana komputer diciptakan, bagaimana komputer telah berevolusi dari waktu ke waktu, dan bagaimana cara kerja komputer saat ini. Kita juga akan belajar mengenai apa yang dimaksud dengan profesi ""Spesialis Teknisi IT"" dan apa yang mereka lakukan. Pada akhir modul ini, Anda akan memahami bagaimana cara kerja komputasi komputer menggunakan sistem biner dan mengapa metode perhitungan ini memiliki arti penting bagi masyarakat. Mari kita mulai! ~.~ Catatan: Dalam beberapa bacaan, terdapat tautan menuju halaman/konten berbahasa Inggris. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Perangkat keras ~.~ Di pelatihan minggu kedua ini, kita akan belajar tentang apa isi di dalam komputer. Kita akan mempelajari tentang aneka komponen perangkat keras yang  ada di dalam komputer. Kita akan mengetahui apa fungsi tiap komponen dan bagaimana mereka bekerja agar komputer dapat berfungsi. Di akhir modul ini, Anda juga akan mengetahui cara merakit komputer dari nol! ~.~ Sistem Operasi ~.~ Pada materi di minggu ketiga ini kita akan belajar mengenai sistem operasi. Kita akan berdiskusi mengenai sistem operasi yang paling banyak digunakan saat ini dan mempelajari bagaimana sistem operasi berinteraksi dengan perangkat keras komputer. Kita akan mempelajari tentang proses mulainya sistem operasi dan menunjukkan dari awal cara menginstal sistem operasi Windows, Linux dan Mac OS X. Di akhir modul ini, Anda akan berinteraksi langsung dengan sistem operasi Windows dan Linux menggunakan Qwiklabs. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Jaringan ~.~ Di pertemuan minggu keempat ini, kita akan  belajar tentang jaringan komputer. Kita akan mempelajari sejarah Internet dan apa sebenarnya yang disebut dengan ""Web"". Kita juga akan membahas berbagai topik seperti privasi dan keamanan Internet, serta bagaimana internet di masa depan. Anda juga akan memahami mengapa Internet memiliki keterbatasan sampai hari ini. Di akhir modul, Anda akan dapat memahami bagaimana Internet bekerja  serta mengenali dampak positif dan negatif Internet terhadap dunia. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Perangkat lunak ~.~ Pada materi di minggu kelima ini, kita akan belajar tentang perangkat lunak komputer. Kita akan belajar tentang pengertian perangkat lunak serta berbagai jenis perangkat lunak yang mungkin Anda temui sebagai Spesialis IT Support. Kita juga akan mempelajari cara mengelola perangkat lunak dan menilik kembali konsep ""abstraksi"". Di akhir modul ini, Anda akan menggunakan platform Qwiklabs untuk menginstal, memperbarui, dan menghapus perangkat lunak pada sistem operasi Windows dan Linux. ~.~ Pemecahan masalah ~.~ Selamat, Anda berhasil sampai pada minggu terakhir materi ini! Di minggu terakhir ini, kita akan mempelajari pentingnya pemecahan masalah dan dukungan pelanggan. Kita akan mempelajari beberapa skenario di dunia nyata yang mungkin akan Anda temui jika Anda bertugas di bagian Help Desk atau Desktop Support. Kita akan belajar pentingnya berempati kepada pengguna ketika Anda bekerja di dunia teknologi. Terakhir, kita akan mempelajari mengapa penulisan ~.~ dokumentasi menjadi aspek penting di semua peranan kerja TI. Pada akhir modul ini, Anda akan menggunakan soft skill dan menulis dokumentasi untuk berkomunikasi dengan orang lain.",2022-07-30T00:10:04Z
https://www.coursera.org/learn/fundamentos-do-suporte-tecnico,Fundamentos do Suporte Técnico,Google,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fundamentos-do-suporte-tecnico/XDP~COURSE!~fundamentos-do-suporte-tecnico.jpeg,Support and Operations,Shareable Certificate,"Ele é o primeiro de uma série que visa prepará-lo para entrar no mercado de TI como especialista de suporte técnico. Neste curso, apresentaremos o mundo da Tecnologia da Informação, ou TI. Você aprenderá sobre diversas facetas da Tecnologia da Informação, como hardware, software, internet, resolução de problemas e atendimento ao cliente. Mostraremos como uma entrevista técnica costuma transcorrer e daremos dicas de como se preparar melhor para esse tipo de ocasião. Este curso abrange uma vasta gama de tópicos da TI, sendo projetado para mostrar um panorama do que está por vir neste programa de certificado.",Approx. 23 hours to complete,Portuguese (Brazilian),Beginner Level,-,free,4.9,"INTRODUÇÃO A TI ~.~ Olá! Este é o Fundamentos do suporte técnico, o primeiro curso do Certificado Profissional de Suporte em TI! Ao se inscrever no curso, você dará o primeiro passo para iniciar sua carreira no ramo da tecnologia. Na primeira semana do curso, veremos como os computadores foram inventados, sua evolução ao longo do tempo e como funcionam hoje. Além disso, vamos entender o que é ser ""Especialista em Suporte de TI"" e quais são suas atribuições. Ao final deste módulo, você saberá contar como um computador, usando o sistema binário, e entenderá por que esses cálculos são tão importantes para a sociedade. Tudo pronto, então? Vamos começar! ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Hardware ~.~  ~.~ Sistema operacional ~.~ Na terceira semana deste curso, aprenderemos sobre sistemas operacionais. Falaremos sobre os sistemas operacionais mais comuns usados hoje e entenderemos como eles funcionam com o hardware do computador. Aprenderemos sobre o ""processo de boot"" de um sistema operacional e mostraremos como instalar os sistemas operacionais Windows, Linux e Mac OSX desde o início. Até o fim deste módulo, você usará o ambiente Qwiklabs para interagir diretamente com os sistemas operacionais Windows e Linux. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Redes ~.~ Na quarta semana deste curso, aprenderemos sobre redes de computadores. Vamos explorar a história da internet e saber o que de fato é a ""web"". Também falaremos sobre privacidade, segurança e como será o futuro da internet. Você também entenderá por que a internet tem limitações até hoje em dia. Até o fim deste módulo, você saberá como a internet funciona e reconhecerá os impactos positivos e negativos da internet no mundo. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Software ~.~ Na quinta semana deste curso, vamos falar sobre os softwares de computador. Entenderemos o que é realmente um software e veremos os diversos tipos de software com que você pode se deparar sendo um especialista em suporte de TI. Além disso, vamos entender como gerenciar softwares e rever o conceito de ""abstração"". Ao fim do módulo, você usará o ambiente Qwiklabs para instalar, atualizar e remover software nos sistemas operacionais Windows e Linux. ~.~ Resolução de problemas ~.~ Parabéns, você chegou na última semana do curso! Na semana final, vamos falar sobre a importância da resolução de problemas e do atendimento ao cliente. Vamos retratar alguns cenários reais que você pode encontrar trabalhando em centrais de ajuda ou com suporte inicial. Entenderemos por que é importante ter empatia com o usuário quando se trabalha na área de tecnologia. E, por fim, veremos por que escrever documentação é um aspecto importante de qualquer cargo de TI. Ao fim deste módulo, você utilizará habilidades interpessoais e escreverá uma documentação para se comunicar com outras pessoas.",2022-07-30T00:10:04Z
https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,Palo Alto Networks Cybersecurity Professional Certificate,Palo Alto Networks,professional certificates,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~palo-alto-networks-cybersecurity-fundamentals/XDP~SPECIALIZATION!~palo-alto-networks-cybersecurity-fundamentals.jpeg,Security,Shareable Certificate,"The Palo Alto Networks Cybersecurity Professional Certificate prepares students for entry level careers in cybersecurity, with an emphasis on learning the fundamentals of Networking, Network Security, Cloud Security, and Security Operations related to Palo Alto Networks Technology and the cybersecurity industry as a whole.",Approximately 6 months to complete,English,Beginner Level,-,free,4.7,-,2022-07-30T00:10:04Z
https://www.coursera.org/learn/oraclecloud-infrastructure-foundations,Oracle Cloud Infrastructure Foundations,Oracle,course,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~oraclecloud-infrastructure-foundations/XDP~COURSE!~oraclecloud-infrastructure-foundations.jpeg,Cloud Computing,Shareable Certificate,"Welcome to the course OCI Foundations Course. This course is a starting point to prepare you for the Oracle Cloud Infrastructure Foundations Associate Certification. Begin with an introduction of the OCI platform, and then dive into the core primitives, compute, storage, networking, identity, databases, security, and more.",Approx. 14 hours to complete,English,-,-,free,4.7,"Getting Started with OCI ~.~ Kick start your Cloud journey with a strong foundation in core concepts, architecture and features of Oracle Cloud Infrastructure (OCI) ~.~ Compute,Storage and Database ~.~ This module focuses on the key features of Cloud. It gives an insight into the basic concepts for optimizing the use of these services. ~.~ OCI Services ~.~ Oracle Cloud has a broad platform of cloud services to support a  wide range of applications in a scalable environment. This module is a walkthrough of a few of the popular OCI services. ~.~ OCI Security and Administration ~.~ This module focuses on the key features of Cloud. It gives an insight into the basic concepts for optimizing the use of these services. ~.~ Next Steps: Certification ~.~ ",2022-07-30T00:10:33Z
